product_id,group_id,image_uuid,status
41926,35850,7d5556f5-29dc-4296-bdb9-4dc185c0b9bf,success
83516,73300,91a989e7-b9b8-49ca-ba64-b936bef66706,success
82504,72432,f84f6d93-5c36-4d87-8457-991e6a30ccce,success
43656,35844,a20a074e-2efb-4106-9628-79a61d2a1c60,success
82525,72452,2811b275-9a50-46f9-8dfa-a3cd61ae6ae5,success
43143,35682,d92731fe-0178-4b13-9e3b-53851b908ef7,success
60492,35849,ab47cec6-bcd2-4859-afc3-84e068408e13,success
41910,35849,ab47cec6-bcd2-4859-afc3-84e068408e13,success
43255,35799,750bca05-c8ee-439e-b4f9-8e7e1e57cca9,success
43751,35837,1eb9255e-0348-4493-a0a1-bd9039f774da,success
41737,35880,caa99cce-df7f-4ae5-8849-afd872d01631,success
43309,35803,a9b2f019-2fd3-4e8e-86cf-6e9445a616de,success
43310,35804,d3cf3ebb-e7cf-497a-a807-fd7ca8eff21c,success
43311,35805,06087761-91de-4ff2-ad1a-0f4710eb3018,success
41681,35767,3f23182c-6c36-46af-a5dd-d6593092c747,success
41682,35767,3f23182c-6c36-46af-a5dd-d6593092c747,success
41634,35719,c6dc7b09-7df2-4227-bba2-c216726ae98b,success
41790,35910,ff9c27a9-c96a-4e98-8cfb-2de0b70e3b91,success
42973,35906,8c8eb225-6a75-4f75-b918-df4e416d883a,success
83281,73105,d7ddb6c8-f9c1-46df-992e-8539d1642a62,success
43213,35921,fbfb43f9-fbab-4e7f-b1c4-c90548aa359f,success
43212,35921,fbfb43f9-fbab-4e7f-b1c4-c90548aa359f,success
41854,35945,b73e35d2-a3ec-48c3-b37a-6f049312f67d,success
91603,79480,984c5b0e-6796-4043-9ec2-5ffe6949593a,success
42890,35999,24341860-07ac-4515-8d5f-728f9f55301e,success
81161,71314,06b6ea6c-1d7e-47ac-9c2e-288c2b15d172,success
43249,35967,29f4ce98-0e23-49c1-8445-5c4309c958e7,success
41832,35933,ef04c106-64f3-4c58-a081-4b040b1c8423,success
43251,35968,71cfa661-0f73-42dd-b68a-2a4b40882518,success
68551,60623,d7cb615e-8a9d-4cca-8ea2-b7871899db35,success
43291,36002,28e171c3-1f54-4a67-9efa-e0bf4e89b5ad,success
42953,35905,82906761-3604-479f-9573-128cda2f77e2,success
42362,35919,cdc4f23d-9b5f-4734-b310-77cdd3f944a7,success
92996,35960,536dc256-b515-40b6-9bfe-b51a98df701f,success
42635,35995,df89c955-ee46-44f5-93a6-eddb5bcd1b22,success
79405,69772,57c340dd-d68c-4425-83d5-81824f096f5d,success
88823,76949,2cb82eef-94c5-4630-9be8-e61070312aa5,success
88475,76651,ff301bd8-7ddb-440a-a5cd-3b9ff852321c,success
83257,73083,c2186921-40f1-43e5-baf1-f2fd9ed76f9d,success
43184,35907,439bb065-f321-41ef-b473-eab6b6ca5e24,success
42364,35920,e3bb6fd3-490d-445f-965b-20ecfea7d98b,success
42416,35960,536dc256-b515-40b6-9bfe-b51a98df701f,success
42202,35985,2c5b25be-9abb-46eb-b315-59e370099447,success
42209,35986,b8729b42-3e1b-46d1-bb77-5253c507c2a9,success
43257,36000,8e993b4e-2c44-470f-8420-658930c25140,success
43543,36042,ab247d82-0fed-4c14-86f6-300f1e665dd8,success
43523,36059,c8621540-f6ad-4dd0-957a-b6dcfb2bbdaf,success
43528,36060,94cddb58-8a5c-46c2-a489-d4f2fb5ef7fc,success
81739,71739,062ed801-6c42-4636-bf43-f33e7fa1e4d4,success
82267,72200,5faa2c59-c7b6-4af3-a6a7-05c318f54551,success
43742,36080,96fa90f2-0929-458a-8ad6-64aaf7a0b429,success
41748,35896,d6ed273b-f2bc-4e6a-a0f2-75554d63b944,success
42941,35904,dd7c45f9-1013-46c6-bd23-11972d21ba5e,success
43245,35966,e95b2b80-3750-4121-94e0-da68b07cf35a,success
43296,36003,4db4ca4c-aefc-4349-921e-ed8a98d5090b,success
43316,36007,e80949c3-574b-4df0-a69c-5a75d024d33b,success
41708,36011,4e67dc94-63e0-480a-b000-57a795a6d28d,success
42290,36029,d6e893b4-a2a9-4021-9540-8dbb3113a310,success
42940,35903,3ee84b34-f0cc-420c-9354-edac531dfb63,success
77110,67751,a4070ff8-38e9-4e43-9f31-c471c4388fa9,success
82263,72195,227c3dd4-df3d-4695-8be3-066af250cdd5,success
82508,72436,07203692-cc67-4175-8aac-f3c9fbe19988,success
41758,35897,03db2aa5-0636-426b-b0ad-656cbd5b694b,success
42636,35996,2c82cf7d-9e0b-4b59-8191-e867adc93881,success
50610,43984,5a5095c0-a2dd-4589-8a2e-c6bb3c9dc8ec,success
82269,72203,cdf08fce-5df8-497f-9158-84c12cc6f04b,success
43809,37785,d2b0137e-ef30-4f68-9b15-2a21d2c852a1,success
43824,37787,4b686d48-55ff-405e-a1a6-86ef31d3f9e0,success
81159,71313,d71eba86-9c83-4b2c-962e-728670b6e4b8,success
43435,36010,d042758d-ad2c-4930-88c0-431f2896b698,success
92876,80670,d0442b8b-d504-43e2-bdd9-5dad2214d781,success
43807,37786,be3b3068-9da2-4d72-9802-2b9d1b2bf249,success
77161,67789,4cf9f71a-8a78-4076-a215-cb88c728d349,success
80117,70399,54cf4e60-f2db-405c-9a5b-09e5df1648c0,success
79367,69738,9194e933-b681-490f-9ea0-c9fd958ab0aa,success
81074,71242,fee1cfc3-f711-47d3-995c-690d4603dbb9,success
42533,36061,4ba5621e-59e9-497f-8de9-47f5fd274594,success
43478,36013,b36207e7-8e72-4cdb-a3e5-011f5f99b932,success
43612,36009,ed1cfe3f-8898-4693-9a67-5040a26c1333,success
43735,36078,de556509-a1bb-4643-a22d-cab412ae74e2,success
60491,36078,de556509-a1bb-4643-a22d-cab412ae74e2,success
41642,35917,70bc3e9d-bbbd-426a-9865-3886041031b5,success
41643,35918,4d3639e4-c423-4990-82fa-f568aa01c5cc,success
43537,36082,8922624e-409a-4793-83fa-eaae169c5dc3,success
41772,35900,4867aa57-79b8-4d28-b52d-d08c78de1fed,success
42521,36057,4dc2050c-3748-4032-ac9e-2fe4d0c9d9ae,success
82428,72350,0f41ec79-edba-4929-9d79-b9739bbc3dc1,success
41773,35901,7865477b-88f4-41b3-a403-7054816c621a,success
42512,36055,be6103d6-a528-4e34-9bd9-0901fe93390b,success
82436,72357,63f8c97a-caba-4b60-b5c1-120ba4506974,success
88465,76641,f4c84f45-099c-4f25-8293-6c21f1beffd5,success
76503,67156,278cb9f1-c5e8-4dfc-9168-f67b1ac6ee17,success
43744,36081,cbf004e2-6c80-4f5c-9e5f-991e22d56372,success
43706,36054,8d52f4b4-75e1-4f91-9388-997eb5359aa8,success
41838,35934,43da14be-6e9b-4d3d-87ab-685b531bd956,success
43563,35949,4404b024-1bce-4b56-a02c-e55121f344a0,success
81431,71501,aa7b3915-f6db-4bd0-81cd-baac600f1daa,success
42548,35893,48bd13a5-db4a-4928-a0d9-4dadf5fd4119,success
42263,36023,f1698dc4-9c2f-4b98-a4fa-617b5bdabf60,success
42751,35887,8bf9ab08-fe47-4873-b1de-6df318d3d105,success
42294,36031,16a2bc87-e4b8-4dd0-939a-a3e865d00a41,success
42264,36024,c0d5811f-5237-4482-9e76-29543f2eb8f6,success
42756,35889,74c78767-0993-47b4-bd03-2abde6dcae6c,success
41668,35952,448ec151-2e48-4009-b66d-206cc5d1261c,success
41672,35953,64a0a11a-22ff-4e20-9575-08b739976d74,success
41677,35954,5fccd575-6c8c-4c8f-8d89-7fa5b0fe6417,success
41768,35899,dab00721-e76a-49c0-b285-341a6fedfedb,success
41767,35898,df7669f2-b54f-49ba-b63d-e40c01c1e24b,success
88628,76801,e7bf0f27-da06-4e82-99c2-5d56390cfe6c,success
88775,76907,d3603592-0a90-455c-95a4-546ed3adf7af,success
42731,36076,790fa74b-c2d1-4112-baa4-f86206423370,success
42978,35908,5b462fda-18f1-424e-8cca-5889ff4ad2d2,success
42800,35895,040debcd-446a-4f40-aa0e-8786af4dd7fc,success
42799,35894,0af1553b-9303-4470-8003-b4259ec810e3,success
80115,36065,7b4851ae-c959-4d35-a14f-e79b71f133e8,success
80116,36065,7b4851ae-c959-4d35-a14f-e79b71f133e8,success
43717,36065,7b4851ae-c959-4d35-a14f-e79b71f133e8,success
82924,72810,69d9db75-bfa3-4d96-8eb3-e32e50620f4e,success
43710,36062,2cd625fc-3c32-4d5a-9293-d39e58e6b0da,success
82881,72774,039b962e-570f-4bec-b2f6-b8b1d1cb1b6c,success
82536,72463,85be427c-243d-4a80-aa51-24b552732d0f,success
41692,35976,8682d2e0-c3fd-4c43-babf-5de417abbfe2,success
41693,35976,8682d2e0-c3fd-4c43-babf-5de417abbfe2,success
42878,35998,a33797ac-f0b5-4168-806f-70496c4633be,success
42876,35998,a33797ac-f0b5-4168-806f-70496c4633be,success
42877,35998,a33797ac-f0b5-4168-806f-70496c4633be,success
43328,36049,b283b2c0-d137-4ca2-9cab-1ad54dd4d33c,success
42050,35971,1c1faef2-2541-412b-a6cc-0b6870a0cac1,success
42049,35970,3577c953-5ce9-4b51-821c-4c471f42429d,success
42052,35973,c8332dd8-ce63-4e70-9bdf-b791780065a7,success
42051,35972,dc8130bc-e8c9-4c21-a939-26a5196a077c,success
42053,35974,6c8f8068-ea0d-4495-a04b-9813a792a56d,success
42320,36037,45711b35-8062-40b6-a9f6-8adffabdb6f7,success
42311,36036,82ea599a-0721-47e9-8380-cb1d3f7c02c5,success
42310,36035,d7a5f89e-c647-4e9f-93f3-8fc0b5d95d5e,success
42305,36033,c4834422-563d-4650-8cdd-a72ab0023df6,success
42397,35927,5f99d6bf-12ba-4437-9730-fb97bafb2c81,success
42394,35924,ed77a569-3cc0-4166-adf0-00b9204f5fef,success
42393,35923,bfc9e08e-55cb-491b-9d18-37a5bb6e0d46,success
42395,35925,be087bcb-50c1-49d0-baf1-72e1251b633f,success
42396,35926,50618e38-b339-4636-ae8a-bef82651e295,success
43626,36041,f1779a36-0c19-4fac-8d9b-2003e9a79ee5,success
43538,36083,94534799-3391-4022-912c-506f00df1da4,success
43306,36005,6c71d2dc-6416-46ce-8036-0d9f64f6b5e8,success
42112,35983,16cf094f-1226-4352-a376-f191559b6de0,success
42058,35977,1d4d6830-a18c-4e8d-ae53-155ccb2f2839,success
42404,35957,a2e8304a-ca43-46b7-a1ca-b35b4e169b75,success
42074,35979,b176f7ab-e690-4b4c-a5ab-1eddb39425c8,success
42059,35978,46d63c6f-9acf-404c-a224-8d6fdc15b6d6,success
42400,35955,9a1e646e-6248-4703-ba6e-a848f686fdb8,success
42402,35956,8c91aea8-357a-4d98-902e-916b320ca729,success
76445,67103,d33c348a-77ee-4ef7-9f30-15da538fc825,success
76443,67101,79d6dabe-65ed-4c91-a529-ac1d0b8a4174,success
42865,35963,3173727e-34ea-4b9d-8063-2711aca7ef11,success
43565,35951,f7feb61d-09cb-4abe-996a-12bac9ec50a9,success
42414,35959,e6563f69-e81f-4eff-ad0c-318a6d841e23,success
