product_name,prior_image_uuid,new_image_uuid,product_group_url
"Gelato 33","c42cab3f-de78-4d6f-9673-69980f8cef7d","fdc07d21-51a0-4798-b7ad-9397304947d4","https://prime.sweedpos.com/store_setup/products/product/71975"
"Gello","502fefed-0490-4e58-9561-cb66e34c6671","7fce14b9-cd5c-4c0f-86ef-977a3e05a114","https://prime.sweedpos.com/store_setup/products/product/36478"
"GG4","8d836007-0d92-439d-9674-384022a05d04","13d229bf-aa6f-4a2b-8c49-d2bd42258253","https://prime.sweedpos.com/store_setup/products/product/36301"
"Girl Scout Cookies","2d6d8dd1-1e20-484c-8882-e184428588b2","32578211-bf95-43e9-ac81-4636b3da3637","https://prime.sweedpos.com/store_setup/products/product/70296"
"Glitter Bomb","c15611f0-98c4-4476-b337-b5b6908436dd","6b942eb1-837d-4537-a945-d89bd9977bcd","https://prime.sweedpos.com/store_setup/products/product/36482"
"Glones Black Cherry Gelato","1b3fdd43-1e86-47bd-8cfa-3d2053623174","fe112535-87d4-4d13-b2d1-829a156ee39c","https://prime.sweedpos.com/store_setup/products/product/36410"
"Glones Sunset Sherbet","7b174f2e-ed87-4042-8e5e-80dc555cdab4","9c2bd811-268b-4bb1-8ec8-4204a07e35ec","https://prime.sweedpos.com/store_setup/products/product/36414"
"GlueChee","7c280268-763f-462b-8394-2320c152dccf","8932064b-c7fd-4b43-816c-b006d3831f00","https://prime.sweedpos.com/store_setup/products/product/37793"
"GMOnana","7f55d5d0-f9a7-4a56-a72c-ff8feadcad7b","e05b42a5-6539-44ac-ad0e-adaaee818761","https://prime.sweedpos.com/store_setup/products/product/36453"
"Godfather OG","0005d308-3403-44ac-aafd-4a108cdae418","42df4f23-fed2-478a-ae4e-67e6e5c6280b","https://prime.sweedpos.com/store_setup/products/product/36344"
"Godfather OG","1fe16656-5d38-45f3-9dc2-db1f63813e5b","ccec4828-2e3f-4b0b-98ab-42cddff320ce","https://prime.sweedpos.com/store_setup/products/product/36430"
"Godfather OG","151c8e14-80f4-4468-abeb-925d478e4ca4","2332053a-d8c9-49ce-8ddd-71e3189c073f","https://prime.sweedpos.com/store_setup/products/product/36431"
"Goji OG","796d171d-3bbc-4eb5-bd22-5c5deb49fa51","7b3cfd26-58cc-4797-bf06-31e297f8db0b","https://prime.sweedpos.com/store_setup/products/product/73080"
"Granddaddy Purple","ef62522e-5fb5-4f76-a96d-96ab8d3e06c1","2a8304ac-e62d-42a0-870a-54aa081f2179","https://prime.sweedpos.com/store_setup/products/product/36388"
"Granddaddy Purple (Indica)","7ac50e7e-0a47-4bda-8d64-ebe348ddecd1","d8b85afe-0e4b-4505-a337-21a8acdc6adf","https://prime.sweedpos.com/store_setup/products/product/43978"
"Granddaddy Purple (Indica)","cf01be62-eff5-43a5-8c4a-d0d17d21da27","fe254994-459d-4d2a-8fec-8986ed6bcfb8","https://prime.sweedpos.com/store_setup/products/product/43978"
"Grape Dosi","6a8c5769-3d1f-4fcc-9388-845b20e45fab","7175afa1-3620-42d6-b9f0-ace68ce2bb01","https://prime.sweedpos.com/store_setup/products/product/76753"
"Grape Gas","87678e53-736c-4d16-bf39-168dcb312d11","c71be8cf-ed21-4d41-a499-58342db5b3a8","https://prime.sweedpos.com/store_setup/products/product/36292"
"Grape Guava x Peanut Brittle Live Resin Mini","c5b26d88-0228-4545-8f4c-69ac2a4f8c75","1daac0e9-b39b-4ccc-b1f5-a9764949b834","https://prime.sweedpos.com/store_setup/products/product/36346"
"Grape Gummy","b67a2a2e-1ef6-4c5a-b4dd-312f215a9f99","4f79a63f-c6d1-40b7-8032-d076a6c09c97","https://prime.sweedpos.com/store_setup/products/product/71512"
"Grape Jam","965143d6-2573-4859-88e9-c18ed93dc096","e73cbe39-7353-4773-b439-dfdc90fbd52a","https://prime.sweedpos.com/store_setup/products/product/77533"
"Grease Monkey","0c81223b-b044-4051-a2ca-97d0c65b4474","55c2ac8b-163d-443c-b775-05386a5572fc","https://prime.sweedpos.com/store_setup/products/product/36339"
"Green Apple","baa746bd-c7d4-46c2-9fb1-fc18d188edef","c2e04e20-1a96-40bf-a361-a790d20b928e","https://prime.sweedpos.com/store_setup/products/product/36479"
"Green Apple Lollipop","f6236dbb-6437-4146-9c2a-31e5757389cd","76ba4ea3-5445-4da6-9b35-654336f0b5e1","https://prime.sweedpos.com/store_setup/products/product/71241"
