product_name,prior_image_uuid,new_image_uuid,product_group_url
"Lemonade","ba79ea99-acc2-4083-8368-fe1b93fa2347","119b62ea-26d9-4c51-8e43-82a1185ee470","https://prime.sweedpos.com/store_setup/products/product/80868"
"White Widow","308d5e59-7bdd-4601-a132-e6b23787796d","aa3cd022-9d56-464a-8e1e-19b03c4848b7","https://prime.sweedpos.com/store_setup/products/product/37730"
